"","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","occscore","sei","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","movedin","vetstat","binaryClass"
"3097","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,537,33903,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",2,"Male","Black_Negro","Never_married_single","3","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_3-5_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,270,"Moved_place_not_reported","0","No_Service","P"
"7740","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,412,18000,"1","0","1","0","0","0","0","0","0","0","0","0","3","0","0","1",99,99,"0","Head_Householder",45,"Female","White","Divorced","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force",20,9,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",15000,15000,0,"0",0,0,0,180,"Moved_place_not_reported","1","No_Service","P"
"8362","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,175903,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",30,"Male","White","Married_spouse_present","3","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",41,68,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_3-5_yrs_ago","Yes",133603,75000,0,"0",0,0,0,501,"Moved_place_not_reported","2","No_Service","P"
"5903","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",37500,0,51500,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1",19,19,"0","Head_Householder",36,"Male","White","Married_spouse_present","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",20,9,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",35000,35000,0,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"5458","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,60000,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",28,"Male","White","Married_spouse_present","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",33,48,"Works_for_wages_salary","50-52_weeks","60+_hours","Never_worked","Yes",30000,30000,0,"0",0,0,0,501,"Same_house","1","No_Service","P"
"5982","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,5000,"1","0","1","0","1","0","1","0","0","0","0","0","3","0","0","1",99,99,"0","Child",29,"Male","White","Married_spouse_absent","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No",0,0,0,"0",0,0,0,52,"Moved_place_not_reported","0","No_Service","P"
"3162","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,29000,"1","0","0","1","0","0","0","0","0","0","0","0","2","1","0","1",6,6,"0","Head_Householder",37,"Male","White","Divorced","No_children","No_not_in_school","Grade_11","Not_enrolled","Employed","Yes_in_labor_force",17,11,"Self-employed","50-52_weeks","41-48_hours","Worked_3-5_yrs_ago","Yes",29000,0,29000,"0",0,0,0,339,"Moved_place_not_reported","1","No_Service","P"
"507","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",77500,0,43500,"3","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",0,"Male","White","Never_married_single","4","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Self-employed","1-13_weeks","30-34_hours","Worked_2_yrs_prior","Yes",0,999999,999999,"999999",99999,99999,99999,294,"Moved_place_not_reported","0","No_Service","P"
"6619","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",62500,0,22534,"1","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1",65,65,"0","Parent",90,"Female","Black_Negro","Widowed","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","1-14_hours","Never_worked","No",7464,0,0,"0",2652,3540,1272,301,"Same_house","0","No_Service","P"
"1065","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,56030,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",34,"Female","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",42,84,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",26015,26000,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"5798","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,71395,"1","1","1","1","2","0","1","1","0","1","0","0","3","0","0","1",99,99,"0","Child",2,"Female","Black_Negro","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","14-26_weeks","40_hours","Worked_more_than_10_yrs_ago","No",0,999999,999999,"999999",99999,99999,99999,501,"Moved_place_not_reported","0","No_Service","P"
"1913","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,55652,"1","1","2","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"1","Child",9,"Female","Other_Asian_or_Pacific","Never_married_single","2__children","Yes_in_school","Grade_1-4","Private_school_(19601990)","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No",0,999999,999999,"999999",99999,99999,99999,356,"Same_house","0","No_Service","P"
"5178","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,13000,"1","0","2","0","1","0","1","0","0","0","0","0","8","0","0","1",99,99,"5","Child",1,"Male","White","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Public_school","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,64,"Moved_place_not_reported","0","No_Service","P"
"6778","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,210716,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",21,17,"0","Head_Householder",53,"Male","Other_Asian_or_Pacific","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",41,68,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",203516,195516,0,"0",0,0,0,501,"Same_house","5","No_Service","P"
"1955","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,64159,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"1","Child",15,"Female","Other_Asian_or_Pacific","Never_married_single","No_children","Yes_in_school","Grade_9","Public_school","Employed","No_not_in_labor_force",0,0,"Self-employed","40-47_weeks","40_hours","Worked_previous_yr","No",0,999999,999999,"999999",0,0,0,423,"Same_house","0","No_Service","P"
"3702","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,70000,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",55,"Male","White","Married_spouse_present","3","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",41,68,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",51000,31000,0,"0",0,0,0,501,"Same_house","5","No_Service","P"
"1284","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,83003,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",59,"Male","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",38,68,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_more_than_10_yrs_ago","Yes",68603,10000,0,"0",0,0,0,501,"Same_house","2","Yes","P"
"2119","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,89505,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",11,"Male","White","Never_married_single","10_children","Yes_in_school","Grade_1-4","Private_school_(19601990)","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_more_than_10_yrs_ago","No",0,999999,999999,"999999",99999,99999,99999,501,"Same_house","0","No_Service","P"
"4814","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,124506,"1","0","2","0","2","0","2","0","0","0","0","0","6","0","0","1",99,99,"1","Grandchild",20,"Female","White","Never_married_single","No_children","No_not_in_school","Grade_11","Not_enrolled","Unemployed","Yes_in_labor_force",18,44,"Works_for_wages_salary","27-39_weeks","40_hours","Worked_current_yr","Yes",5900,5900,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"1933","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,74600,"2","1","1","1","0","0","0","0","0","0","1","1","4","2","1","1",7,1,"0","Spouse",39,"Female","White","Married_spouse_present","2__children","Yes_in_school","4+_years_of_college","Public_school","Not_in_labor_force","No_not_in_labor_force",31,73,"Works_for_wages_salary","1-13_weeks","40_hours","Worked_current_yr","Yes",4600,4000,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"5240","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,16289,"1","0","0","1","0","0","0","1","0","1","0","0","3","0","0","1",99,99,"1","Child",15,"Female","Black_Negro","Never_married_single","No_children","Yes_in_school","Grade_9","Public_school","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","40-47_weeks","40_hours","Worked_current_yr","Yes",1100,999999,999999,"999999",0,0,1100,163,"Moved_place_not_reported","0","No_Service","P"
"7813","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,537,12600,"1","1","1","1","0","0","0","0","0","0","2","1","5","3","1","1",7,2,"0","Head_Householder",33,"Male","White","Married_spouse_present","3","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force",26,22,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",11000,11000,0,"0",0,0,0,85,"Moved_place_not_reported","1","No_Service","P"
"4247","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,74677,"1","2","2","2","0","0","0","0","0","0","1","1","7","3","0","1",36,32,"0","Spouse",57,"Female","White","Married_spouse_present","9","No_not_in_school","Grade_1-4","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","14-26_weeks","41-48_hours","Never_worked","No",0,0,0,"0",0,0,0,364,"Same_house","0","No_Service","P"
"1011","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",85000,0,45894,"1","0","1","0","0","0","0","0","0","0","0","0","3","2","0","1",59,51,"0","Parent",71,"Female","White","Never_married_single","7","No_not_in_school","Grade_9","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No",6924,0,0,"0",4000,2924,0,473,"Same_house","0","No_Service","P"
"151","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,537,65000,"1","1","1","1","2","0","1","1","3","1","0","0","3","0","0","1",99,99,"0","Child",23,"Male","White","Never_married_single","1_child","No_not_in_school","Grade_10","Not_enrolled","Employed","Yes_in_labor_force",22,15,"Works_for_wages_salary","14-26_weeks","40_hours","Never_worked","No",0,0,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"1664","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,19595,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",70,"Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",20,9,"Works_for_wages_salary","50-52_weeks","35-39_hours","Never_worked","Yes",16175,8000,0,"0",8146,0,0,261,"Same_house","7","Yes","P"
"7704","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,47103,"1","2","2","2","6","0","3","5","0","3","0","0","10","0","0","1",99,99,"3","Other_relatives",17,"Male","Other_Asian_or_Pacific","Never_married_single","No_children","Yes_in_school","Grade_10","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Self-employed","50-52_weeks","40_hours","Never_worked","No",0,0,0,"0",0,0,0,188,"Moved_place_not_reported","0","No_Service","P"
"515","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,96334,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",58,"Female","Chinese","Married_spouse_present","3","No_not_in_school","Grade_1-4","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","48-49_weeks","1-14_hours","Worked_more_than_10_yrs_ago","No",0,0,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"4424","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,42476,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",59,"Female","White","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",26,72,"Works_for_wages_salary","14-26_weeks","15-29_hours","Worked_6-10_yrs_ago","Yes",4000,4000,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"7972","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,34400,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",54,"Female","Other_Asian_or_Pacific","Divorced","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",22,45,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_6-10_yrs_ago","Yes",34400,34400,0,"0",0,0,0,501,"Same_house","6","No_Service","P"
"2628","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,512,26500,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",35,"Male","White","Separated","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",35,49,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","Yes",26500,26500,0,"0",0,0,0,411,"Moved_place_not_reported","2","No_Service","P"
"8837","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,9600,"1","1","1","1","0","0","0","0","0","0","0","0","5","0","0","1",99,99,"0","Other_relatives",17,"Male","Black_Negro","Never_married_single","3","Yes_in_school","Grade_12","Private_school_(19601990)","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","No",0,0,0,"0",0,0,0,65,"Moved_place_not_reported","0","No_Service","P"
"3427","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,23299,"1","1","1","1","1","0","1","2","0","1","0","0","5","0","0","1",99,99,"2","Child",8,"Male","American_Indian","Never_married_single","No_children","Yes_in_school","Grade_1-4","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","27-39_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,157,"Moved_place_not_reported","0","No_Service","P"
"7579","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,48400,"1","1","1","1","2","0","1","1","0","1","0","0","6","0","0","1",99,99,"3","Child",15,"Female","White","Never_married_single","No_children","Yes_in_school","Grade_9","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes",400,999999,999999,"999999",0,0,400,292,"Moved_place_not_reported","0","No_Service","P"
"2090","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,59776,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",19,"Female","White","Never_married_single","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",24,47,"Works_for_wages_salary","14-26_weeks","35-39_hours","Worked_previous_yr","Yes",11476,11476,0,"0",0,0,0,460,"Same_house","0","No_Service","P"
